@relation sea

@attribute at1 numeric
@attribute at2 numeric
@attribute at3 numeric
@attribute cl {0,1}

@data
9.195087,4.744375,3.564999,1
7.177270,5.111845,9.511059,1
7.903101,3.194415,9.323883,1
2.989284,4.521684,4.987125,0
9.933945,2.273200,4.818034,0
2.901119,2.926505,2.342518,0
6.276077,0.789817,4.935908,0
4.752997,6.353351,8.890375,1
1.097725,2.455374,8.447689,1
7.567220,7.958748,9.316800,1
1.153164,8.640683,2.861550,1
3.162367,7.848675,4.777451,1
0.121875,9.595485,0.317777,1
2.521991,2.660295,6.419489,1
3.450112,1.355397,8.576065,1
7.708747,7.466440,2.151193,1
9.921814,0.598882,7.081469,0
8.557631,6.398269,2.959355,1
5.038952,5.820905,3.853242,1
3.669580,8.630692,1.297631,1
8.226178,1.615408,6.814448,0
4.275703,3.233937,9.546236,1
4.589334,8.122302,5.928924,1
5.588742,8.080117,1.104554,1
8.678999,8.186023,2.999591,1
4.584291,5.958946,6.947424,1
1.779851,0.800666,7.824563,1
9.431358,9.122194,9.240886,1
0.737602,6.055334,8.405705,1
9.289271,7.951942,2.739121,1
6.074244,8.668045,6.176687,1
6.748162,7.281241,7.173542,1
5.467264,0.173133,2.663791,1
6.132079,9.611216,9.674799,1
0.411882,7.499362,3.361362,1
6.621556,2.602248,7.500777,1
8.657582,5.906483,2.372464,1
3.858425,5.111585,1.825459,0
3.779630,8.002146,1.595655,0
5.283387,8.769197,5.954953,0
8.942330,8.618745,0.802206,1
8.229960,0.477004,2.986340,0
7.976367,6.347702,8.485083,1
8.949949,5.985859,1.957081,0
1.892342,4.329545,5.554385,1
9.441130,7.379843,5.683436,1
5.381989,7.279091,3.748552,0
6.048288,9.703505,1.416026,1
8.322249,2.218232,0.065028,0
2.695237,3.051368,5.194052,0
9.399069,3.679134,5.269525,1
9.664994,7.226606,5.956550,1
1.556151,1.510934,7.308104,0
8.890778,2.991540,4.218040,0
0.270631,7.966592,4.938142,1
7.670097,6.354168,1.309537,0
8.572400,1.374565,2.544557,0
4.425932,7.738609,1.939240,1
1.417743,7.208765,2.174020,1
4.435371,8.130569,2.640074,1
9.641503,9.948177,6.988802,1
2.939717,1.206843,2.805047,0
9.173434,7.743189,9.529267,1
4.097357,0.838805,2.835878,0
2.213370,5.380435,3.937395,1
3.119043,5.876635,0.464304,0
3.085400,2.638324,5.619523,1
0.768893,8.259597,3.512293,0
8.207774,0.501095,8.942677,1
1.707938,1.747724,4.357840,1
9.490912,3.887107,7.724904,1
4.725912,0.560782,6.258028,0
5.941216,0.195422,3.578583,0
6.072056,4.042887,3.597045,0
6.681210,9.216568,6.678227,1
7.476165,0.190520,7.860499,1
0.691615,6.803176,6.831430,1
8.550900,1.189269,3.280926,0
5.076376,1.005830,1.630083,0
1.566612,7.888110,6.741569,1
8.083532,0.320152,6.568087,0
4.363039,0.165132,3.313045,0
9.381701,9.991271,8.494351,1
0.181791,6.354851,2.541804,0
3.158028,9.373235,3.272959,1
0.562504,6.553885,9.750741,1
7.559715,1.380824,5.441168,0
9.268934,2.182736,6.634154,1
2.502888,3.202241,1.508055,0
3.367374,4.821099,7.910175,1
4.812370,6.404527,9.606940,1
2.759377,2.148744,5.867567,1
1.521979,9.140526,7.626333,1
5.694410,7.377074,7.723362,1
8.757897,3.164530,2.380452,0
5.347267,9.014606,5.379298,1
2.216848,6.887353,4.716081,1
1.708452,2.626256,8.333296,1
9.030783,7.940236,1.514984,1
0.088980,7.382551,7.707565,1
6.523076,5.333899,3.695442,1
2.710973,1.418804,5.471612,0
4.583334,7.852064,9.495702,1
6.866670,4.875000,7.780756,1
1.762353,2.496837,4.667738,0
5.123093,3.001034,9.991628,1
0.941271,1.506611,5.944036,0
8.889162,3.651601,2.641210,0
8.985500,6.336652,7.629725,1
7.755456,3.101336,3.165343,0
0.953400,2.661045,2.269391,0
7.536045,0.050146,6.903587,0
2.546983,1.571326,2.769203,0
4.572360,2.760831,1.823951,0
4.267442,7.767987,6.543881,1
1.419589,9.185092,8.568842,0
5.521743,6.198566,2.101561,1
9.299903,5.266904,5.615989,0
7.927948,7.885380,8.073373,1
7.935526,4.976960,4.762392,0
6.548285,7.531595,8.152585,1
0.292426,9.976537,6.634276,1
7.744524,3.178158,7.716472,1
2.363250,6.285313,9.569201,1
2.483879,1.670763,1.162192,0
6.937666,6.778182,2.037085,1
4.663561,0.110457,0.329609,0
5.087417,5.092001,3.081597,1
2.623596,1.234181,2.756348,0
1.210718,9.390624,7.475890,1
2.568782,5.192361,8.119354,1
1.477674,7.688556,2.817024,1
9.359318,3.979216,5.745336,1
0.757398,7.782420,1.162599,1
7.892877,1.492208,8.020047,1
6.584208,1.101644,4.615996,0
2.335825,7.372344,2.123827,1
6.762968,9.599717,2.501784,1
4.792078,0.621138,4.263780,0
8.309693,7.080804,0.231307,0
1.060021,5.976642,3.965996,1
3.759062,5.128595,7.238378,1
6.620803,5.258425,4.632233,1
6.360069,9.248229,2.412817,1
6.620573,4.536644,2.242436,0
4.136360,4.744220,2.715290,0
5.365359,6.979070,5.198192,1
4.059875,5.429498,1.344064,0
1.406140,5.310061,6.937315,1
0.438656,4.175693,6.817141,1
9.434117,1.449374,0.264470,0
0.697603,2.677287,4.490080,0
7.213930,6.732516,0.701717,0
1.476737,3.417007,0.278729,0
0.396078,5.476921,0.517148,0
0.906419,1.861212,9.575848,1
7.171273,6.513162,7.477761,1
0.688855,4.294901,4.669387,0
5.744276,4.933857,5.917159,1
7.611144,0.407239,3.760056,0
7.139755,4.461773,6.175365,1
7.878780,6.454094,5.458587,1
1.931014,5.975735,2.730810,1
7.836947,2.306659,5.149992,0
8.819820,2.627753,2.618148,0
6.922654,7.287535,9.631648,1
2.221392,5.548806,9.108809,1
5.956045,2.868865,4.657611,0
7.330638,0.832976,1.712291,0
7.287070,7.170878,3.484276,1
3.146613,6.215087,2.055517,0
8.521746,7.205510,5.991780,1
9.833262,8.609928,6.850241,1
5.897463,6.481889,9.422846,1
2.030695,8.531655,7.951392,1
1.400520,2.609004,1.082540,0
3.441980,2.794831,3.940576,1
9.965709,7.424852,9.947134,1
3.639939,2.002651,4.095882,0
9.208160,0.087662,9.503250,1
8.697591,6.353492,5.797339,1
2.835381,5.220185,2.713909,0
3.751840,0.665302,2.852817,0
3.274305,3.935357,3.883518,0
6.730188,7.824093,7.445334,1
5.248946,7.392468,9.808219,1
9.395120,3.904101,1.050569,0
3.991764,0.553820,7.644703,1
6.907311,3.442042,7.284408,1
8.662227,9.998317,4.608769,1
0.663619,7.461586,7.566428,1
1.396943,1.449946,0.654209,0
9.274039,8.099544,4.823028,1
5.492012,4.631247,3.411870,1
8.535348,4.462439,3.490411,0
5.016258,1.135113,5.216466,0
4.577155,2.500874,1.666262,0
2.499191,6.275031,5.653450,1
3.736617,3.219877,7.100734,1
4.669823,7.754944,3.260690,1
5.854487,8.083717,8.466847,1
2.714965,1.878717,6.233630,1
6.341156,9.724041,3.777425,1
0.859154,8.993891,3.280983,1
1.494764,4.947246,8.675692,1
1.222276,4.329142,7.156765,1
7.549019,4.257499,0.092452,0
2.012443,3.353142,6.162704,1
1.436860,4.629551,9.213429,1
6.508268,5.447059,5.402137,1
5.171100,9.179563,4.206837,1
8.173452,7.487821,1.466564,1
2.435066,0.142255,3.662172,0
4.471397,0.818937,8.616236,1
5.076436,8.708688,4.239258,1
2.061830,0.401963,4.955809,0
5.031515,4.169239,7.650514,1
9.616298,3.052651,4.389206,0
2.232213,8.596044,0.817652,0
6.083864,2.284215,0.073883,0
2.426471,3.736055,2.176272,0
4.554992,0.792508,8.918284,1
9.501195,3.157542,6.720306,1
3.559505,1.676115,5.061714,0
5.845354,2.712228,0.130803,0
5.764880,4.520009,0.249049,0
3.116052,1.066701,8.402760,1
3.350917,8.476643,7.718845,1
2.212697,9.895118,2.675256,1
0.687625,1.593540,6.399116,1
4.751082,3.119422,1.751846,0
4.795538,6.813560,6.901608,0
9.525788,7.032410,6.102543,1
1.552419,6.351593,3.287761,1
7.418294,1.690520,3.868386,1
0.167162,1.587231,6.546599,1
1.482349,9.221854,9.147548,1
0.815394,5.546664,2.358795,0
8.666086,4.110641,3.877064,0
0.924201,0.778671,4.102516,1
7.811081,0.205060,5.740656,0
6.556653,9.028418,4.031971,1
0.718937,7.900356,4.744158,0
9.487588,1.290757,3.265959,1
0.512611,2.413507,3.139911,0
7.960171,5.498706,6.894481,1
9.609347,0.771545,0.087882,1
1.550216,4.190398,0.983537,0
4.395458,6.724193,8.724797,0
5.752611,2.756768,4.927057,0
0.657125,9.671215,7.357647,0
0.961972,0.623606,1.114649,0
3.037113,4.254560,2.802589,1
9.753267,9.697070,7.623543,1
0.468614,7.711425,9.896162,1
1.901823,0.879699,1.380128,0
7.603892,0.104926,7.249391,0
2.861694,2.176449,9.828051,1
1.847664,7.185698,3.663531,1
7.809305,4.778180,4.284220,0
9.032741,7.086809,1.843703,1
6.783878,9.467246,8.148622,1
7.178671,8.044785,9.271323,1
8.924483,0.651451,5.377775,0
0.756377,2.627166,9.884879,1
4.803615,9.712930,7.136889,1
6.898628,0.800420,9.460915,1
5.578600,3.745135,5.554350,1
0.831943,7.398053,3.397349,1
6.865299,1.545971,4.868314,0
9.590755,4.139637,3.124464,0
4.791088,8.502238,5.043614,1
1.129404,4.928493,9.165535,1
4.641423,6.302424,2.584298,1
7.102845,2.045213,6.247983,1
5.790348,1.802333,7.292786,1
9.200387,0.690135,4.238112,0
2.236106,9.106427,0.109655,1
3.246064,3.234119,0.342099,0
1.736357,5.385713,3.584617,1
0.314206,2.750153,8.798780,1
9.052577,1.383079,6.495679,0
3.428291,2.743662,8.836867,1
4.545995,6.129653,5.840930,1
6.819788,0.079043,9.812068,1
9.185470,9.921723,0.882755,1
3.155842,1.224854,0.468686,0
6.610567,4.053304,7.757961,1
6.803457,6.556742,1.880402,1
7.939821,8.376081,2.011456,1
1.119744,0.848323,0.586751,0
6.977976,6.427681,9.412121,1
6.506723,9.224189,2.853658,1
9.145911,3.736413,8.123727,1
4.961267,8.592413,7.193953,1
2.645717,4.951914,8.496607,1
1.508656,0.377010,5.305207,0
8.753092,7.316663,0.816589,1
8.164987,1.403340,5.538574,0
7.831021,4.950696,8.940726,1
4.174884,1.794385,0.029938,0
5.530797,8.153665,5.622549,0
6.746078,2.816502,2.063898,0
7.768416,0.560505,8.840967,1
0.937515,4.146175,8.725548,1
1.462838,9.542137,9.563441,1
0.945477,5.102016,4.770787,1
0.052712,3.711514,3.114242,0
5.505898,3.144180,7.548391,1
1.297844,3.170941,1.528761,0
5.987442,3.592659,7.435716,1
4.153164,6.276683,3.032930,1
0.422858,1.758478,4.781286,0
1.300615,4.344727,1.513521,0
9.446743,6.284307,1.022590,0
9.995821,4.136832,3.727051,0
7.281011,1.275442,6.538416,0
4.446383,8.067177,6.622777,0
1.659835,4.058492,4.189683,1
0.335175,7.222613,0.903679,0
8.981091,5.684964,2.643729,0
0.029691,4.157250,2.527799,0
0.441558,3.550389,8.975889,0
7.687220,2.702940,5.939098,1
3.978382,2.477514,3.547087,0
0.544691,0.169863,8.858590,1
4.228356,3.048274,8.017526,1
0.270887,8.921204,5.321564,1
4.606168,7.965293,9.533686,1
2.122544,2.061485,4.112294,0
5.611874,3.088183,3.001480,0
5.791123,8.940578,8.267325,1
1.418093,1.814412,8.194270,1
1.984275,7.052860,4.167310,1
0.101134,2.184835,0.776162,1
1.106039,6.097726,9.624001,1
4.063020,9.157686,0.348066,1
1.219171,4.460360,8.749664,1
7.548542,1.751145,0.130139,0
0.691724,8.397464,3.109171,1
0.211875,1.303441,4.072600,0
8.356301,8.239910,8.408781,1
0.424745,9.184943,8.829456,1
5.282670,8.453457,7.242990,1
7.611143,7.591055,5.531253,1
2.051415,4.280918,5.661359,1
6.032063,5.791498,2.939623,1
4.188962,6.048794,8.833603,1
7.352235,2.906203,6.596988,1
1.146112,5.005769,4.165971,1
4.190713,2.995428,3.101640,0
1.448884,0.344630,8.819072,1
7.935686,4.350325,7.890342,1
8.631243,3.551701,9.587058,1
9.343199,2.526682,1.387091,0
8.575476,0.220693,7.932998,1
3.126896,4.529986,1.636247,0
9.535755,5.802218,5.843865,1
8.797646,8.945506,3.199850,0
9.290136,2.018922,9.306558,1
6.369246,7.196899,7.212923,1
0.748600,6.799981,9.663794,0
9.326663,1.050884,3.623960,0
1.271578,1.556958,3.829849,0
6.086944,5.466096,8.671483,1
1.268315,4.515348,9.349166,0
3.460854,2.549016,0.312491,0
4.567938,9.619048,9.976812,0
6.815947,7.189735,5.937673,1
3.989716,5.601467,7.656346,1
6.652351,1.280306,1.218518,0
2.837264,5.048367,2.322403,0
0.514463,0.993886,4.546906,0
5.509234,3.896072,1.848739,0
6.445088,2.161230,1.721078,0
1.780278,1.697891,1.950211,0
8.887626,7.887884,6.160773,1
3.489351,3.817119,6.193721,0
5.097425,7.412238,8.065631,1
2.460605,0.388033,6.858896,0
1.381919,1.405802,4.757847,0
5.301874,6.606586,5.861240,1
8.767816,7.582319,2.759989,0
9.280210,4.710199,9.144320,1
2.598083,5.305093,1.045177,0
9.122212,7.238897,6.229135,1
4.651135,4.294765,2.154327,0
4.682799,9.013224,0.086809,1
0.419025,4.844656,2.955871,0
1.451242,8.817111,7.467862,0
6.399430,0.227850,0.767153,0
4.938050,9.911473,3.847475,1
5.216566,4.892651,3.623566,1
2.131549,9.852701,8.558416,1
4.147467,0.712743,3.894425,0
9.725966,3.981234,4.894984,0
8.825891,7.850854,5.865891,0
6.667966,3.333752,0.496191,0
3.561603,1.263343,8.747035,1
1.174816,2.594510,6.035785,1
7.487161,9.659351,0.730160,1
9.512053,9.288577,6.401393,1
0.001320,0.295818,2.489786,0
4.277052,7.384769,9.872277,1
5.235624,5.738168,3.380075,1
9.071920,3.876266,4.970985,1
5.139609,3.718021,1.133175,0
6.312531,7.168960,2.705807,1
6.828311,3.435967,3.418401,0
2.724544,9.819795,9.999884,1
0.115613,2.489669,2.453150,0
9.874438,2.325427,7.495608,1
8.063595,0.875684,7.013652,0
4.751949,1.984637,9.769038,1
5.702658,0.902213,6.205984,0
8.071173,8.911791,5.814880,1
2.347758,9.233281,1.239848,1
9.053076,1.239731,7.798166,1
3.729400,0.251315,3.561354,0
2.576742,1.056962,8.713902,0
1.932646,5.727553,7.775851,1
7.712191,7.544889,6.576154,1
8.447103,2.782138,5.430038,1
1.693928,1.244918,1.417759,0
0.478199,2.657607,9.113988,1
3.897339,6.912154,8.699963,1
7.163469,2.261317,1.230578,0
3.318279,9.944480,0.380548,1
5.672033,8.156399,1.935521,1
5.701288,8.511675,6.799073,1
1.293812,2.229111,0.666666,0
3.474029,2.084425,7.029427,1
4.742033,6.143414,3.483503,1
3.055569,2.183466,6.266111,0
4.444783,7.496689,9.959249,1
7.441169,0.339796,3.013988,0
8.496196,4.949508,6.497426,1
3.461183,3.296499,8.345874,1
5.525610,9.012540,7.742735,1
1.096965,4.772161,2.951869,0
0.915576,6.435372,4.478369,1
8.618838,0.744480,4.190182,0
8.241169,4.149431,0.826684,0
4.489228,3.840671,8.795539,1
8.790179,5.292965,7.182907,1
8.589464,5.528780,7.006356,1
4.541320,4.749091,3.114715,0
9.521253,6.066583,1.477283,1
2.501955,5.955652,4.407973,1
6.700131,8.598155,4.184414,1
2.747586,5.011098,0.623638,0
8.851768,9.419177,0.222237,1
4.712142,7.405143,9.893310,1
2.933924,6.899666,7.416681,1
1.648757,0.531396,3.113530,0
6.597979,4.590813,1.606838,0
0.546465,6.014811,0.220727,0
4.612967,4.405141,2.187896,0
9.416239,2.811534,4.597367,0
2.230711,4.819603,5.909956,1
2.224747,5.803265,0.244459,0
2.702930,7.661140,2.633915,1
8.192535,5.747445,5.521697,1
0.338258,7.128535,3.890449,0
3.143346,4.111176,8.131319,1
8.516317,0.319216,5.116865,0
3.130750,9.714231,6.200564,1
4.533835,2.110519,2.304313,0
7.913784,2.548772,1.917253,1
0.209912,4.551167,4.968402,1
0.298613,0.490099,3.192962,1
7.618634,7.083411,1.521594,0
1.194587,9.652913,8.518291,1
9.972129,3.635157,7.643461,1
3.349389,3.844025,8.464339,1
5.954544,0.768652,4.641805,0
3.317424,6.559058,4.485043,1
1.110226,9.453444,1.929783,1
9.943543,5.122745,2.045709,0
2.206156,3.567303,8.324157,1
3.220216,6.842448,3.111647,1
0.477605,0.755108,6.295222,0
4.599133,4.759561,1.710217,1
5.528213,6.352023,4.422005,1
2.911081,8.907048,2.372973,1
8.360493,4.302756,5.430145,1
9.425501,7.475854,5.866213,1
1.043156,4.190369,5.032400,1
1.032818,8.144048,7.455716,1
8.899156,3.750938,5.337417,1
8.510499,7.047635,4.051964,1
3.399657,8.473969,2.884349,1
7.381017,5.257322,0.332045,0
9.560078,5.762189,4.045546,1
3.238043,9.911758,0.617236,1
4.102128,5.649636,8.544571,1
3.793684,6.000287,6.645369,1
9.751225,1.982786,6.191127,1
9.030420,0.243092,2.300436,0
8.717061,5.184785,8.740816,1
0.442107,9.072861,1.839588,0
4.835050,5.885133,8.987762,1
5.796892,9.604999,2.354292,1
5.254635,0.898863,5.033965,0
6.899151,1.679333,1.741158,0
3.662119,7.932285,4.912100,1
8.175377,7.212536,5.122617,1
2.397321,3.863433,2.990516,0
2.936293,4.830104,2.841612,0
0.715237,1.829375,5.844436,0
1.434374,8.198728,6.411149,1
9.097591,1.445114,5.737328,0
3.124447,7.478487,2.647118,1
5.410772,7.559217,9.479105,1
4.771753,4.601722,0.478587,0
8.465155,3.469103,0.008502,0
8.299207,2.850114,9.172791,1
4.679489,5.017226,5.526573,1
3.215954,1.937722,2.802871,0
3.382835,8.540199,8.310287,1
6.018686,0.957404,3.293849,0
8.516622,2.772954,5.015607,0
7.374676,5.494194,0.457449,0
8.963297,0.465952,7.241279,0
3.316066,6.414069,6.276947,1
1.431295,1.803520,4.109417,0
3.741241,6.912288,6.960794,1
5.452488,5.271080,3.631359,1
6.228485,6.925208,2.900632,1
9.698161,7.916239,8.033482,1
3.410432,8.490932,2.912668,1
8.956882,0.153947,9.636231,1
6.568016,5.913178,0.268502,0
7.716699,4.377919,2.646560,0
1.290208,9.607354,8.582017,1
4.878435,2.213376,8.213869,1
9.138583,1.114501,5.852026,0
9.030740,3.885508,5.909582,1
2.376439,8.822250,4.814900,1
8.976196,4.451132,3.606270,1
0.364311,3.874772,3.543524,0
8.252691,6.190084,9.538950,1
5.797438,8.120966,6.285595,0
0.334342,4.499465,1.782792,0
5.613966,7.634818,8.309670,1
1.520326,4.219252,7.085877,1
3.041502,1.900778,5.230086,0
6.351910,8.836356,7.561911,1
2.711128,1.105435,4.797230,1
7.295519,4.336180,0.506719,0
2.457146,6.792314,3.768829,1
1.291778,5.551621,2.264414,0
3.186439,0.574084,1.550449,0
4.793335,8.636326,8.603529,1
0.537104,3.833615,9.852536,1
2.669971,7.414448,3.605234,1
8.519882,8.402465,6.344919,1
2.738645,6.851638,8.908358,1
3.643953,2.677187,7.987279,1
8.228807,0.251693,1.841475,0
0.825776,3.391924,6.122011,1
2.028250,4.725539,3.453949,1
8.559155,3.306486,9.454368,1
0.720934,3.059602,6.610225,1
1.462067,2.955144,5.056218,1
9.806783,3.964576,9.396502,1
6.641763,7.383781,8.386466,1
7.635474,0.227941,6.285817,0
3.619865,2.407828,4.080362,0
7.133367,7.534311,8.213469,1
0.840797,7.667836,6.921647,1
0.727438,3.531872,0.802547,0
6.487015,5.858765,6.390216,1
9.823340,5.786718,9.744533,1
3.170499,8.131000,1.335674,0
8.358940,7.621491,9.267222,1
0.029319,3.347585,7.626920,1
0.881896,5.840389,2.855207,1
3.508225,9.776854,3.284424,1
3.308725,4.086971,6.425168,1
9.945736,2.815383,6.089539,1
8.602101,5.834072,6.234180,1
3.965071,7.569855,2.578573,1
5.191346,1.845795,4.302816,0
5.193380,1.929736,2.383350,0
7.770125,5.238557,7.797970,1
5.015410,1.082394,5.514013,0
5.169365,1.939180,8.119876,1
4.754563,4.209414,4.884179,1
0.043486,1.118359,5.129264,0
8.688214,7.707837,6.332568,1
9.553633,0.635384,9.100224,1
2.565120,1.483574,0.822289,1
6.722131,8.620258,1.613595,1
9.702653,7.127607,0.061676,0
9.066788,8.181553,9.987120,1
2.390967,4.871299,7.178015,1
5.989658,2.307279,6.443010,1
0.015117,2.775578,8.557432,1
3.410961,7.657656,4.315762,1
9.141231,5.138051,6.311326,1
3.758309,7.924921,7.600902,1
5.052528,7.662578,8.332979,1
5.844131,8.320100,7.940666,1
3.191398,5.118681,0.669551,0
7.425961,7.112561,3.858929,1
9.888139,2.416361,7.009827,1
0.074018,1.325588,9.275181,1
6.463639,5.586507,5.078609,0
3.511428,2.679511,3.682909,0
0.342089,2.015888,2.683271,0
0.335988,0.623938,4.421318,0
5.742620,5.090869,2.708443,0
2.203430,6.567372,0.609658,0
8.983734,7.619484,5.390669,1
8.945072,4.665851,8.273000,1
0.252358,3.351608,5.630659,1
6.031119,9.313567,2.327741,1
1.329456,5.011013,2.559428,0
5.634951,6.980746,5.192830,1
2.071615,7.901273,4.546150,1
4.468645,5.155808,6.366614,1
2.775292,1.757283,2.510130,0
6.423134,0.783130,7.129076,0
4.134738,2.759734,0.439277,1
2.073302,2.767019,6.539065,1
7.778031,9.098493,5.068201,1
6.079239,0.261031,4.790552,0
8.162304,9.336702,2.425898,1
4.492510,8.792512,6.083328,1
0.549796,8.593458,8.988166,1
9.376588,6.117242,3.648422,1
8.876976,4.087699,3.677183,1
6.854718,0.216248,4.353034,0
9.314741,9.421235,8.045732,1
9.682266,2.836283,3.544833,0
2.172985,5.970732,0.475520,0
4.763244,6.558847,3.933297,1
5.152306,2.921463,2.285969,0
9.038705,5.934391,8.040219,1
0.022090,1.717403,8.865958,1
1.933651,3.218992,1.509557,0
2.640228,9.555288,6.642372,1
2.391572,0.187205,0.167065,0
6.157936,0.642584,1.230052,1
7.201432,5.163349,6.234220,1
8.084812,8.520189,6.882632,1
4.454580,4.922852,5.039198,1
6.640254,3.905156,1.353478,0
7.124148,2.863035,9.822296,1
2.418324,6.464668,2.086870,1
6.651873,2.253935,9.374453,1
2.896519,0.604505,3.730989,1
5.767855,9.965209,2.451689,1
8.485398,9.334320,0.976184,1
4.257172,6.015382,7.416648,0
9.920538,8.770126,9.471331,1
1.633161,9.293628,6.809062,1
5.758296,8.895932,8.861381,1
1.149867,8.235834,5.219978,1
8.840339,8.950967,4.144338,1
8.916176,6.596026,8.460861,1
5.930347,9.437045,0.341552,0
5.452427,7.758200,1.084945,1
6.528326,0.556276,2.417652,0
9.849903,9.226714,2.212972,1
8.122646,1.074353,8.018368,1
9.310186,3.238345,3.318900,0
2.189312,7.463238,2.758719,1
4.059264,1.219580,8.507063,1
0.656625,8.848615,0.177130,1
6.606815,1.262075,1.482018,0
1.818351,3.899670,1.296628,0
3.126384,3.509600,7.276453,1
4.583953,5.294821,0.521543,0
8.533166,3.840443,2.044665,1
1.303681,4.803385,1.827967,0
6.022965,0.335030,5.352556,0
9.183645,5.529686,2.788643,1
6.791762,4.270661,8.925601,1
8.170331,0.222229,0.278367,0
3.731829,7.554820,2.545745,1
2.849641,3.067288,2.209921,0
6.907731,4.254587,2.105286,0
9.057971,3.933253,3.574356,0
4.268283,8.926912,1.760526,1
4.456599,4.549170,9.242389,1
8.819831,8.167990,9.858473,1
8.390218,0.136840,8.286877,1
7.691660,0.832622,0.437829,1
3.899909,2.647751,1.924109,1
6.902338,4.029395,9.019052,1
7.962647,2.593408,1.041245,0
1.520320,2.801771,5.682859,1
7.350941,4.925248,7.225280,1
3.093237,7.083753,3.160933,1
7.220593,1.447810,3.605502,0
2.280432,4.043332,5.453555,1
6.691082,7.377664,6.987981,1
1.407058,6.007033,9.553728,1
8.600441,0.594973,1.600637,1
3.396744,7.283496,6.097681,0
2.208743,3.322960,6.918456,1
0.406713,0.079389,6.785435,0
1.527199,0.390937,2.539560,0
4.434269,7.993115,9.987972,1
5.370780,6.975954,4.718771,1
2.982987,4.272500,6.147543,1
4.867473,7.748180,1.704189,1
5.031676,7.801869,9.011903,1
1.124830,5.930358,2.542399,1
6.009748,9.327834,9.158850,1
9.718772,1.698411,1.344578,0
9.691526,1.332551,5.278392,0
8.308504,9.997164,1.840143,1
4.269663,7.987687,2.874918,1
5.735867,4.579107,7.401354,0
2.380977,6.413256,8.007962,1
2.343615,0.550361,5.037350,0
9.878196,4.196200,5.890310,1
5.894611,7.234888,3.750008,1
8.567439,9.028400,0.648442,1
9.025564,2.488586,8.167434,1
0.476272,1.042352,2.432364,0
5.621459,9.833718,6.979682,1
6.246974,4.987644,1.508243,0
5.538004,6.545593,6.943952,1
0.741794,2.834262,5.013167,0
0.069150,8.763175,2.222542,1
7.791575,2.870984,5.512532,1
5.359570,3.679965,0.112367,0
4.722317,2.544731,2.047981,1
2.378449,9.027663,8.346212,1
4.015306,9.854455,7.216013,1
6.400049,4.159965,4.969511,1
6.994227,9.982678,3.778247,1
8.745853,6.000789,5.699966,1
8.871773,1.212497,3.354568,0
4.892463,3.466936,0.067185,0
6.011667,2.115166,9.958556,1
1.142830,8.304769,7.015540,1
8.159225,4.231553,4.711447,1
8.391518,9.680959,1.701115,1
9.663637,5.479362,2.449122,0
1.480151,8.149088,4.946919,0
9.361585,8.301488,4.583267,1
1.768424,4.650453,3.868828,1
6.765619,3.827384,6.170207,1
2.132153,3.185746,3.066584,1
7.417299,7.778032,4.850650,1
7.458991,6.551765,1.194562,0
2.031127,3.643684,5.532118,1
1.792772,0.479037,3.863203,0
8.780525,8.446470,5.408405,0
3.096923,9.277233,8.329040,1
3.104617,4.499246,7.770989,1
7.684992,0.837574,5.528148,0
8.615606,0.378798,0.911109,0
6.930563,2.105671,3.197224,0
5.749355,8.729342,2.472969,1
9.208379,6.336172,8.696484,1
4.782642,4.104888,8.537853,1
3.382121,6.866893,7.742106,1
1.366138,5.513095,1.723509,0
6.350669,7.251657,4.153421,1
7.630454,5.064530,1.040872,0
7.170201,4.238096,3.522707,0
2.967438,5.995677,0.461683,0
2.331848,9.158167,0.164721,1
3.263055,8.702575,4.994054,1
5.569467,2.736160,3.131915,0
8.249256,4.855424,5.986736,1
2.107080,0.140157,9.566200,1
5.204688,0.607072,4.298552,0
4.845168,7.821259,5.294445,1
3.816936,5.756127,9.988422,1
4.914294,0.153143,3.263274,0
8.855718,8.257328,4.822525,1
0.993489,7.954440,1.360790,1
2.809864,7.347526,3.842669,1
7.487683,3.408870,4.654479,1
4.015943,8.953031,5.067260,1
6.774291,0.361704,6.673716,1
6.117831,6.662138,6.740010,1
6.815281,0.003284,9.209474,1
8.260612,4.031998,0.096183,0
1.986438,1.456973,8.496845,1
8.804500,2.339514,9.713246,1
5.748385,4.367725,8.984553,1
3.320756,4.051813,8.625438,0
4.413517,5.299154,0.686273,1
1.961292,7.426283,1.563473,1
7.429567,0.772946,4.447572,0
4.804945,4.543755,4.944280,1
6.000728,3.441125,1.587685,0
5.780640,1.300931,1.097410,0
5.668657,0.081964,1.293352,0
4.133777,9.918789,9.084460,1
5.217943,9.770733,9.078643,1
7.197016,0.642116,5.955808,0
1.415062,0.403380,0.316761,0
4.947135,5.261041,3.011390,0
8.702166,4.599075,5.753091,1
5.900007,6.850501,6.011830,1
6.932465,7.305181,0.558077,0
7.223970,9.642537,9.613537,1
9.413270,8.692180,9.621149,1
9.334296,5.576957,1.236869,1
5.980337,1.553630,6.969366,0
6.814671,9.980756,1.875335,1
4.579831,7.628425,9.999642,0
4.478926,6.011473,2.048501,1
3.316654,2.606578,2.477633,1
2.249115,2.091170,2.982538,0
0.783350,2.603687,8.272671,0
8.180644,9.509540,0.867005,1
1.063170,7.836370,5.088453,1
7.817126,6.963788,3.394678,1
4.592213,3.394321,2.876794,0
9.405793,4.925295,0.482530,0
