@relation 'synthethicDataCajaMar'

@attribute V_LAT_SIGMA real
@attribute V_LAT_MEAS real
@attribute O_LAT_SIGMA real
@attribute O_LAT_MEAS real

@data
0.389803,-2.915195,-2.652434,1.717463
0.52332,-2.419086,-2.99534,-0.868277
0.407057,-3.516917,-2.854271,1.673474
-0.364607,-2.775694,-3.215355,2.977919
-0.920826,-1.329959,-2.85398,0.351797
0.27577,-2.929607,-2.881507,1.619971
-0.582235,-4.106424,-3.287563,0.476079
1.797335,-3.026599,-2.977089,2.892457
0.798644,-4.487943,-2.740059,0.150483
1.308826,-3.400544,-3.180441,0.08569
1.132243,-3.344056,-3.05407,4.440721
0.079594,-3.832528,-2.952023,2.87029
1.475501,-2.857886,-2.575281,3.756714
0.639701,-3.572897,-2.865514,0.098376
0.123833,-4.239661,-3.025753,0.579687
-1.126616,-1.6149,-3.034266,-0.887983
1.131212,-2.122788,-2.962304,1.681877
1.297937,-2.542799,-2.778089,0.866499
1.63932,-1.307112,-2.948319,-0.300663
1.258561,-4.674206,-3.228395,2.445128
2.136295,-2.978001,-2.894349,2.505753
1.257307,-3.661671,-3.272679,0.212975
0.843345,-1.564131,-2.924169,-0.305389
0.058855,-3.399514,-3.427678,2.499048
1.803095,-2.307428,-3.150647,0.5447
-1.403773,-3.349966,-3.040002,0.184501
-0.257849,-3.590521,-2.790818,0.574673
0.092821,-2.192846,-2.913575,3.717632
-0.117226,-2.682873,-3.078812,0.858104
1.846025,-1.15712,-3.094472,2.951686
-0.234911,-2.645227,-3.62817,-0.389423
1.859677,-4.90627,-3.254349,0.078908
-0.771799,-0.423261,-3.003211,-0.391097
-0.988357,-1.252851,-2.947,-0.740769
0.462242,-2.951886,-3.116825,3.373144
1.612295,-3.643633,-3.356609,2.649753
0.171072,-3.742975,-2.894457,2.575675
0.680832,-3.148156,-2.997421,1.540729
-0.242845,-4.141633,-2.907731,1.428247
1.679749,-3.648625,-2.462636,0.962836
1.296541,-4.185481,-2.63504,0.398294
0.158742,-2.200081,-3.379606,-0.994912
-0.802478,-2.157366,-3.374146,3.717301
0.370773,-3.56641,-2.94397,-2.687415
1.469698,-1.564417,-3.053379,2.215003
0.284982,-1.753397,-3.23962,3.028618
0.043166,-1.146382,-2.758109,2.654534
0.124005,-4.448429,-3.502371,-1.315795
0.515121,-3.938468,-2.832212,-1.729707
0.110207,-1.754445,-3.14021,-1.420514
1.297081,-3.199034,-2.940287,-0.701767
0.982673,0.031176,-2.788838,-1.125182
-0.828334,-2.345629,-2.752422,3.327855
-1.094604,-1.4026,-2.323796,1.868782
1.344246,-2.42316,-3.397073,0.671421
0.640527,-3.240422,-2.818827,2.411077
2.435341,-4.447098,-3.009881,0.986795
-0.801734,-3.948647,-3.099374,1.65897
1.044675,-0.809224,-3.094285,2.290996
1.02334,-2.659885,-2.871611,0.565962
1.815517,-2.490286,-2.941628,0.30853
0.308334,-3.712506,-3.105191,2.071876
0.718978,-3.951413,-3.021159,3.11287
0.975681,-2.630559,-3.048627,3.087018
0.361369,-1.52268,-2.63635,1.808041
-1.068675,-3.276773,-3.109517,-0.153232
0.108409,-2.953901,-2.723031,2.482358
1.072914,-1.81115,-3.14375,-0.836432
0.048911,-1.923243,-2.55068,1.187316
0.050054,-3.650017,-3.040411,-0.546941
0.575103,-3.245547,-3.146733,3.680033
0.17718,-2.766158,-3.278172,0.994643
-1.878384,-2.331696,-3.150148,1.286009
0.879691,-1.516809,-2.962797,1.716841
0.355913,-3.248521,-2.803323,1.279977
2.011071,-2.610971,-3.140576,1.440424
0.084939,-1.291383,-2.908669,1.925126
-0.103456,-3.928836,-2.996172,3.179744
1.559955,-4.555419,-2.819216,1.500924
-0.137853,-3.858316,-3.295899,0.914934
0.797687,-3.233602,-2.968873,0.696811
-0.561588,-3.318653,-2.972104,2.762589
1.343021,-2.574579,-2.596819,1.245348
0.140819,-4.210164,-3.15272,1.237916
-0.182116,-2.88338,-2.466211,4.223053
1.105909,-3.74624,-3.136255,0.002861
0.213433,-3.148404,-2.936934,3.46467
-0.380324,-4.11037,-3.06043,1.751623
0.785673,-2.203895,-2.500906,1.238509
-0.282499,-3.395123,-2.632284,2.313622
-0.250122,-1.835506,-2.852248,-0.253804
1.223067,-2.235934,-3.117626,1.540766
0.879482,-3.353768,-2.998844,1.028084
-0.93419,-1.95961,-3.062198,0.824468
0.62151,-3.756839,-2.903661,1.341211
-0.699548,-2.487609,-3.360416,2.270783
0.746872,-4.083087,-2.636689,-1.94877
-1.54831,-5.160646,-3.016906,2.222766
1.613208,-3.322227,-3.119343,2.544032
0.910059,-1.508346,-2.836099,1.319669
0.596655,-3.911564,-2.740757,1.171314
1.490719,-2.539973,-3.157552,-1.046349
0.056402,-2.384894,-3.035132,1.667162
0.620437,-4.783842,-2.835553,0.322034
1.638699,-2.794274,-2.639175,0.318589
0.797899,-2.335485,-3.016354,0.160626
0.812388,-3.873725,-3.195829,-0.033714
0.189744,-3.137081,-3.073222,3.30484
-0.363863,-2.017197,-3.422951,3.947389
0.055022,-2.652377,-2.891529,1.833623
-0.351093,-4.809676,-2.836251,0.146202
-0.632377,-3.491386,-3.452818,0.008957
-0.007178,-2.344467,-2.799718,-0.261781
0.388857,-3.869261,-2.831401,1.469969
1.896497,-4.485488,-2.862158,1.150565
-1.488709,-1.664115,-3.189232,1.410505
-0.022848,-1.695365,-3.398662,1.465246
-0.485925,-4.701739,-2.974926,1.610848
0.022119,-2.426152,-3.211527,0.713136
-0.206971,-0.830148,-3.119072,2.798726
0.527914,-4.368992,-2.909109,-0.216545
0.160682,-2.843898,-2.677138,1.428429
2.668523,-4.504283,-2.679701,1.933815
0.4341,-5.075666,-3.42678,2.885454
-1.288576,-2.057725,-2.997529,0.37208
0.383064,-3.054168,-2.871763,0.392009
0.88251,-1.859473,-2.665423,4.397229
-0.729599,-3.398851,-3.211617,1.981664
0.124844,-3.82005,-3.175511,1.37927
0.618651,-3.143743,-2.631317,2.621151
2.11504,-3.49269,-3.536534,0.089496
0.122176,-4.019217,-3.048845,0.724154
1.095407,-3.059759,-2.801892,-1.530066
-0.27985,-3.771428,-2.97969,1.334202
1.52141,-4.506532,-3.11808,-1.441408
0.606012,-4.599801,-3.174855,3.237016
0.222065,-4.145672,-2.914142,-0.023882
0.355702,-1.802829,-2.862024,1.36025
2.951664,-1.571133,-2.975601,1.425475
0.090747,-3.711202,-2.86635,0.912894
1.78942,-5.212632,-2.984912,2.189146
1.364623,-2.463465,-3.37821,4.576173
-1.187968,-4.686892,-2.41436,2.261519
0.646282,-3.076131,-2.761847,-0.815713
-0.028036,-2.930245,-3.038164,0.459366
1.127557,-1.920598,-3.27144,2.945538
-0.744783,-2.296889,-2.873572,1.403921
0.990563,-1.922609,-3.14135,0.554659
0.646194,-3.709552,-3.156652,-0.993378
1.96557,-4.144382,-2.779699,1.672552
0.588115,-4.389258,-2.662548,2.538462
0.047575,-3.088864,-2.698893,0.358301
0.003639,-2.81176,-3.403726,1.42247
-0.291973,-2.595372,-2.617547,1.157321
-0.129148,-0.392717,-3.131489,-0.221373
1.711981,-2.602712,-2.974607,3.140858
-0.635114,-3.152582,-2.887847,3.452857
0.202831,-3.044009,-2.832229,4.012992
-0.754256,-4.054328,-3.056177,2.395184
1.00364,-3.27506,-2.913313,1.938954
-0.136957,-2.529956,-3.017009,3.635068
1.952509,-3.614135,-3.095834,1.292747
1.474519,-3.435304,-2.83681,-0.21594
0.411175,-0.580159,-2.838716,0.554104
0.299373,-3.625833,-3.093561,-0.018219
0.999963,-1.947259,-3.222254,2.300771
0.062538,-3.601307,-3.105121,0.207237
1.378588,-3.410989,-2.956974,0.956818
0.914897,-2.490843,-3.394649,-1.240893
0.723824,-2.220106,-3.269761,1.487524
0.828859,-1.369717,-2.85762,0.835251
0.521627,-2.644722,-2.846968,2.723458
-0.516792,-2.262227,-3.314837,0.732743
-0.220477,-1.993243,-3.200802,0.91328
0.773957,-2.494589,-2.666027,-0.717017
0.321097,-2.783114,-3.162035,2.360344
0.247004,-1.940696,-3.192818,1.372896
-0.380348,-2.249406,-3.182972,1.431968
0.258225,-2.701179,-2.909039,1.647689
1.455419,-3.678228,-3.157168,2.21275
0.51171,-4.928304,-3.048339,1.35887
0.420484,-2.177734,-3.288052,1.494989
1.325619,-2.398651,-3.377399,2.935236
2.389138,-2.053813,-2.838888,2.771397
0.065256,-1.790107,-3.115209,1.491985
-0.93274,-2.304309,-2.527129,1.028313
1.019926,-3.69001,-2.433271,1.400604
-0.917971,-2.684841,-3.38768,1.124222
-0.937241,-2.292118,-3.423722,0.576582
-0.350199,-1.30216,-2.961254,0.553719
1.303415,-3.903829,-2.875557,2.41312
1.484856,-4.028989,-3.270624,0.957087
1.945457,-1.789169,-2.9281,2.793569
-0.024427,-3.073338,-3.049512,1.022397
0.422527,-4.205737,-2.606351,1.904787
2.325197,-2.637587,-2.743912,3.581036
-0.171799,-1.948897,-2.786668,3.764823
0.984384,-2.186063,-3.281879,1.761498
0.829802,-2.275401,-3.172537,1.188336
0.067708,-2.950571,-2.918469,1.872767
0.873675,-3.810118,-2.763348,1.191166
0.267426,-4.048923,-2.897252,1.038428
0.701449,-0.919153,-2.973604,2.219573
0.977197,-2.185404,-3.098252,1.767394
0.512493,-2.875146,-3.15638,0.202469
-0.621336,-3.306532,-3.04735,0.90161
-0.25898,-1.75173,-3.162406,1.117375
-0.291582,-0.981077,-2.919977,1.266487
1.985142,-2.84433,-3.224304,0.962814
-0.166753,-1.538471,-2.702952,0.536847
0.694694,-1.743872,-3.005382,-0.834016
-1.371568,-4.521531,-2.865786,1.535299
1.521538,-2.172865,-3.032032,0.186778
1.239719,-1.843559,-3.047701,3.180446
-0.630863,-2.110733,-2.866001,0.799363
0.153725,-1.780564,-3.116483,1.374414
0.880049,-3.061578,-2.999232,0.510239
1.47482,-2.703858,-2.802207,0.085286
-0.503938,-3.762213,-2.722367,-0.173279
-1.197629,-2.492258,-2.940697,2.87434
1.437285,-2.826179,-3.022188,3.914682
-0.132516,-3.523754,-3.121352,1.773651
4.007646,-3.325866,-2.761754,2.226719
-0.058376,-2.630726,-2.793265,-1.488603
0.42349,-4.329201,-3.171848,3.138638
1.521491,-2.003127,-2.682638,5.579282
0.285974,-1.535169,-2.850102,1.550641
-0.605965,-2.666517,-3.174518,3.530377
1.850354,-4.623893,-2.632163,1.997607
1.061221,-4.180879,-2.809532,1.502353
-0.306276,-2.96403,-3.491926,-1.383722
-0.031974,-3.458102,-2.729751,2.094342
-0.756252,-2.881954,-3.305095,-0.122059
-0.469727,-2.977284,-3.181029,-1.444988
0.856366,-4.113454,-3.373053,0.43569
1.44236,-2.047091,-2.847666,2.397297
2.977836,-2.187625,-2.883433,3.09571
-0.088403,-2.77604,-3.087293,-1.213074
-1.156848,-4.163381,-3.140736,-0.800722
3.122769,-4.540072,-2.947725,3.207288
1.69976,-2.36471,-2.924224,1.968737
-1.534456,-3.047099,-3.23727,0.953532
-0.076095,-4.220088,-3.342544,2.769581
1.714948,-2.28194,-3.112258,5.163377
0.338441,-3.578458,-3.130121,1.210283
0.637412,-3.62679,-2.979493,3.058652
-0.75595,-1.996881,-2.746452,0.570184
2.654288,-3.628588,-2.563183,1.309689
1.549134,-2.786046,-2.883987,0.401985
1.716365,-0.988826,-2.961957,2.543668
1.049636,-2.416114,-3.225491,0.370749
-0.573209,-3.144112,-3.344582,2.788905
0.41609,-2.295499,-3.384337,-1.152038
1.195505,-2.568345,-3.128626,0.883059
-0.053177,-3.408268,-3.088374,1.17862
0.344723,-0.871844,-2.793228,2.154476
1.398653,-2.818396,-2.73621,0.60062
2.803786,-3.292239,-2.996066,0.835099
0.241463,-1.456979,-3.400009,2.328375
0.49466,-3.07534,-2.421167,0.942719
1.653637,-2.316699,-3.044939,2.118194
0.222412,-2.181247,-2.859565,-0.504229
-1.381474,-3.156561,-2.808143,1.26161
1.30378,-2.590072,-3.328066,3.223621
0.068098,-1.47409,-2.694633,0.067938
-0.854027,-2.785903,-3.144242,2.340509
0.743889,-3.387141,-2.956497,-0.549167
0.419742,-2.556388,-2.86973,2.034726
-1.283797,-2.401345,-2.826561,3.683322
2.409878,-1.831862,-3.193041,2.445099
0.055551,-2.80126,-3.073446,-0.496247
1.205648,-2.566922,-2.933804,2.814958
1.036366,-2.830796,-2.837741,2.211576
0.692449,-1.842644,-2.547833,3.132892
1.655813,-3.47277,-2.994536,0.652219
-0.488709,-2.49372,-2.774121,2.837226
1.251369,-5.252462,-3.132962,0.708215
0.560076,-3.457869,-2.897887,1.639612
2.331233,-2.056427,-3.248727,0.775404
-0.156344,-3.008566,-2.902305,3.402635
0.245421,-0.629889,-3.604649,0.709304
1.963887,-3.064003,-3.041211,2.016358
-0.090929,-4.271512,-3.089593,0.765888
1.888718,-1.638924,-3.120227,0.441936
0.748896,-2.266018,-3.443687,-1.390423
-1.11148,-1.976027,-2.531084,2.11026
-0.961118,-2.74785,-3.110597,0.402633
2.679721,-4.220755,-3.072254,-0.031237
0.863002,-3.141624,-2.921576,2.50413
-0.483783,-5.222614,-2.858657,2.26688
-0.453307,-2.669049,-2.750434,1.436256
1.041657,-0.933838,-2.9051,2.890847
1.258627,-0.932911,-3.185685,2.548787
-1.130376,-2.263383,-2.860767,0.680099
1.075973,-3.886688,-3.688541,1.545875
0.50493,-1.931284,-3.197037,0.26672
-0.927254,-2.648269,-3.492126,4.34395
1.318062,-4.050932,-2.955942,3.386225
0.262268,-3.321283,-3.415753,3.987399
0.689162,-4.530838,-3.079936,1.042779
-0.360371,-3.105051,-3.257867,3.01846
-0.220477,-4.017056,-2.809786,-0.077676
0.323879,-1.604226,-3.179419,1.049861
-0.632423,-3.915233,-2.69693,1.48615
2.040587,-2.761309,-2.923888,3.488457
0.078871,-4.789819,-3.231847,1.575844
1.369423,-2.709228,-3.047167,2.029772
1.172605,-3.54007,-2.599277,0.315618
1.133912,-3.31731,-3.027882,0.331534
0.297291,-3.13328,-3.679175,2.142789
0.560432,-4.526671,-2.844458,1.505968
2.029525,-3.520864,-3.123476,5.649416
1.064611,-3.038824,-3.278879,1.824076
0.169302,-2.139454,-3.206707,-0.190568
-0.667607,-1.122879,-3.200784,2.722849
-1.097494,-1.986167,-2.730442,2.383176
1.042792,-1.985935,-3.123493,-1.011987
0.370525,-0.918733,-3.195469,0.332031
-0.049887,-3.109944,-2.975753,-1.082543
2.697078,-4.03985,-3.193792,2.327187
-0.056372,-1.682574,-2.422724,3.434234
0.088784,-3.593725,-3.245045,2.196691
0.049997,-2.228756,-3.026249,-0.088478
0.563745,-3.28871,-3.4087,0.641647
0.414011,-2.801544,-2.456517,1.653711
0.038969,-3.628491,-2.988536,0.739977
-0.076991,-3.365063,-3.374498,1.641305
1.350026,-3.28545,-2.947883,2.319346
-0.000863,-5.114949,-3.596243,1.319986
-0.373681,-2.007134,-2.494324,2.840204
0.548773,-3.02496,-2.671094,0.788232
0.973206,-1.686701,-2.747937,-0.011664
0.433037,-2.209416,-2.857018,1.807137
-1.079857,-4.655168,-3.100716,1.652737
1.213732,-1.442764,-3.026249,0.009082
0.918424,-1.509207,-3.039492,2.722447
0.308163,-3.947629,-2.966441,3.115069
0.32465,-2.485661,-2.798674,-1.310666
-0.162312,-1.046272,-2.816839,1.593729
0.776273,-2.594733,-2.876944,2.062277
0.703735,-2.396557,-2.825271,2.38977
0.985503,-4.488607,-3.104918,-0.220961
0.133311,-2.731133,-3.036957,0.83401
-1.440583,-2.236123,-2.788775,2.49101
1.761291,-1.105941,-2.65583,1.478234
1.144152,-2.744584,-3.264629,0.414487
-1.291382,-1.919611,-2.895013,1.793046
2.04466,-2.936908,-3.25788,-0.256564
-1.040233,-2.698441,-2.862488,1.051857
-0.976889,-1.749288,-3.023466,-0.954602
-0.013673,-2.805038,-2.907225,-0.764297
0.329373,-1.659677,-2.68536,1.768671
1.479659,-2.436999,-3.13576,1.022274
0.602132,-2.155139,-3.133389,1.288988
0.752913,-1.924143,-2.942158,1.912994
0.382151,-1.318991,-2.581849,1.767472
-0.896485,-3.617326,-2.783535,2.293166
1.951109,-1.981195,-2.533906,1.772799
-1.320523,-3.059223,-3.270859,2.005436
0.870352,-2.719279,-3.168958,1.238675
1.427343,-2.473607,-2.404745,1.024545
0.007489,-2.009704,-2.804581,1.028421
0.233652,-1.15773,-2.736644,0.732712
0.453913,-1.79778,-3.278965,2.357528
0.007215,-3.484492,-2.791245,1.127915
-2.443201,-3.242914,-3.174138,0.560482
0.765019,-2.129136,-3.120779,2.349737
0.833848,-3.051607,-3.168322,0.908761
2.962949,-2.883882,-3.214597,1.412906
-0.319243,-1.716274,-2.844373,0.821789
-0.277361,-2.658394,-2.877372,2.050063
0.080182,-3.023227,-2.816984,1.332681
-0.600752,-2.855339,-2.942843,1.502813
-1.652838,-2.492342,-3.349744,1.620298
0.062977,-3.517255,-2.953497,0.983102
-0.375558,-2.187294,-3.11725,-1.732623
1.069651,-2.607332,-2.863266,1.540133
-0.549429,-3.622833,-3.138092,4.383027
1.011713,-3.001582,-3.252618,1.028718
1.386266,-4.357515,-2.686213,0.279978
0.794258,-2.864077,-3.491027,5.058887
-0.820892,-3.146568,-3.07549,1.333248
-0.346724,-3.228381,-3.349174,2.802552
1.486984,-4.386003,-2.888198,2.384837
-0.394471,-3.051818,-3.334636,-1.545687
